Manufacturer;Model;Sales_in_thousands;__year_resale_value;Vehicle_type;Price_in_thousands;Engine_size;Horsepower;Wheelbase;Width;Length;Curb_weight;Fuel_capacity;Fuel_efficiency;Latest_Launch;Power_perf_factor;Country;City;State;Region;name;email
;;;;;;;;;;;;;;;;United States;Mission Viejo;California;West;Roderick Prohaska;zaufderhar@example.net
;;;;;;;;;;;;;;;;United States;Mission Viejo;California;West;Roderick Prohaska;zaufderhar@example.net
;;;;;;;;;;;;;;;;United States;Greenwood;Indiana;Central;Roderick Prohaska;zaufderhar@example.net
;;;;;;;;;;;;;;;;United States;Greenwood;Indiana;Central;Prof. Nathaniel Parker V;gwunsch@example.net
;;;;;;;;;;;;;;;;United States;Greenwood;Indiana;Central;Prof. Nathaniel Parker V;gwunsch@example.net
;;;;;;;;;;;;;;;;United States;Milwaukee;Wisconsin;Central;Prof. Nathaniel Parker V;gwunsch@example.net
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Prof. Nathaniel Parker V;gwunsch@example.net
;;;;;;;;;;;;;;;;United States;Rome;New York;East;Mr. Marco Huel;ernestine.blick@example.net
;;;;;;;;;;;;;;;;United States;Rome;New York;East;Mr. Marco Huel;ernestine.blick@example.net
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Mr. Marco Huel;ernestine.blick@example.net
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Mr. Marco Huel;ernestine.blick@example.net
;;;;;;;;;;;;;;;;United States;Dearborn Heights;Michigan;Central;Anahi Botsford;roderick15@example.com
;;;;;;;;;;;;;;;;United States;Dearborn Heights;Michigan;Central;Anahi Botsford;roderick15@example.com
;;;;;;;;;;;;;;;;United States;Dearborn Heights;Michigan;Central;Anahi Botsford;roderick15@example.com
;;;;;;;;;;;;;;;;United States;Dearborn Heights;Michigan;Central;Anahi Botsford;roderick15@example.com
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Ross Jacobson;reilly.connor@example.net
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Ross Jacobson;reilly.connor@example.net
;;;;;;;;;;;;;;;;United States;Dallas;Texas;Central;Ross Jacobson;reilly.connor@example.net
;;;;;;;;;;;;;;;;United States;Appleton;Wisconsin;Central;Ross Jacobson;reilly.connor@example.net
;;;;;;;;;;;;;;;;United States;Jacksonville;Florida;South;Dr. Danial Dickinson;sidney.schiller@example.org
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Dr. Danial Dickinson;sidney.schiller@example.org
;;;;;;;;;;;;;;;;United States;Bowling Green;Ohio;East;Dr. Danial Dickinson;sidney.schiller@example.org
;;;;;;;;;;;;;;;;United States;Bowling Green;Ohio;East;Dr. Danial Dickinson;sidney.schiller@example.org
;;;;;;;;;;;;;;;;United States;Bowling Green;Ohio;East;Mr. Simeon Krajcik;thoeger@example.net
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Mr. Simeon Krajcik;thoeger@example.net
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Mr. Simeon Krajcik;thoeger@example.net
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Mr. Simeon Krajcik;thoeger@example.net
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Ted Reinger;jayda18@example.org
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Ted Reinger;jayda18@example.org
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Ted Reinger;jayda18@example.org
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Ted Reinger;jayda18@example.org
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Ms. Kaylee Dickinson;zritchie@example.org
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Ms. Kaylee Dickinson;zritchie@example.org
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Ms. Kaylee Dickinson;zritchie@example.org
;;;;;;;;;;;;;;;;United States;Beaumont;Texas;Central;Ms. Kaylee Dickinson;zritchie@example.org
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Liana Renner;johnny.gutkowski@example.com
;;;;;;;;;;;;;;;;United States;Dallas;Texas;Central;Liana Renner;johnny.gutkowski@example.com
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Liana Renner;johnny.gutkowski@example.com
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Liana Renner;johnny.gutkowski@example.com
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Adolfo McClure Jr.;lorine.renner@example.net
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Adolfo McClure Jr.;lorine.renner@example.net
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Adolfo McClure Jr.;lorine.renner@example.net
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Adolfo McClure Jr.;lorine.renner@example.net
;;;;;;;;;;;;;;;;United States;Providence;Rhode Island;East;Adolfo McClure Jr.;lorine.renner@example.net
;;;;;;;;;;;;;;;;United States;Providence;Rhode Island;East;Edwin Lebsack;brady.cassin@example.org
;;;;;;;;;;;;;;;;United States;Phoenix;Arizona;West;Edwin Lebsack;brady.cassin@example.org
;;;;;;;;;;;;;;;;United States;Houston;Texas;Central;Edwin Lebsack;brady.cassin@example.org
;;;;;;;;;;;;;;;;United States;Houston;Texas;Central;Edwin Lebsack;brady.cassin@example.org
;;;;;;;;;;;;;;;;United States;Houston;Texas;Central;Jack Mosciski;okuneva.retta@example.net
;;;;;;;;;;;;;;;;United States;Houston;Texas;Central;Jack Mosciski;okuneva.retta@example.net
;;;;;;;;;;;;;;;;United States;Columbus;Indiana;Central;Jack Mosciski;okuneva.retta@example.net
;;;;;;;;;;;;;;;;United States;Columbus;Indiana;Central;Jack Mosciski;okuneva.retta@example.net
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Tessie Auer;blake44@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Tessie Auer;blake44@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Tessie Auer;blake44@example.org
;;;;;;;;;;;;;;;;United States;San Jose;California;West;Tessie Auer;blake44@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Brenden Homenick;thomas.kiehn@example.net
;;;;;;;;;;;;;;;;United States;Springfield;Virginia;South;Brenden Homenick;thomas.kiehn@example.net
;;;;;;;;;;;;;;;;United States;Broomfield;Colorado;West;Brenden Homenick;thomas.kiehn@example.net
;;;;;;;;;;;;;;;;United States;Columbus;Ohio;East;Brenden Homenick;thomas.kiehn@example.net
;;;;;;;;;;;;;;;;United States;Columbus;Ohio;East;Prof. Kale Kozey;jromaguera@example.net
;;;;;;;;;;;;;;;;United States;Concord;New Hampshire;East;Prof. Kale Kozey;jromaguera@example.net
;;;;;;;;;;;;;;;;United States;Houston;Texas;Central;Prof. Kale Kozey;jromaguera@example.net
;;;;;;;;;;;;;;;;United States;Newark;Ohio;East;Prof. Kale Kozey;jromaguera@example.net
;;;;;;;;;;;;;;;;United States;Newark;Ohio;East;Miss Shannon Sawayn II;bahringer.marcel@example.net
;;;;;;;;;;;;;;;;United States;Newark;Ohio;East;Miss Shannon Sawayn II;bahringer.marcel@example.net
;;;;;;;;;;;;;;;;United States;Newark;Ohio;East;Miss Shannon Sawayn II;bahringer.marcel@example.net
;;;;;;;;;;;;;;;;United States;Newark;Ohio;East;Miss Shannon Sawayn II;bahringer.marcel@example.net
;;;;;;;;;;;;;;;;United States;Newark;Ohio;East;Devan Walter;elfrieda.gerlach@example.net
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Devan Walter;elfrieda.gerlach@example.net
;;;;;;;;;;;;;;;;United States;Tampa;Florida;South;Devan Walter;elfrieda.gerlach@example.net
;;;;;;;;;;;;;;;;United States;Tampa;Florida;South;Devan Walter;elfrieda.gerlach@example.net
;;;;;;;;;;;;;;;;United States;Tampa;Florida;South;Ms. Blanche Graham IV;jast.darien@example.com
;;;;;;;;;;;;;;;;United States;Fremont;Nebraska;Central;Ms. Blanche Graham IV;jast.darien@example.com
;;;;;;;;;;;;;;;;United States;Columbus;Ohio;East;Ms. Blanche Graham IV;jast.darien@example.com
;;;;;;;;;;;;;;;;United States;Columbus;Ohio;East;Ms. Blanche Graham IV;jast.darien@example.com
;;;;;;;;;;;;;;;;United States;Columbus;Ohio;East;Ms. Blanche Graham IV;jast.darien@example.com
;;;;;;;;;;;;;;;;United States;Columbus;Ohio;East;Ms. Blanche Graham IV;jast.darien@example.com
;;;;;;;;;;;;;;;;United States;Columbus;Ohio;East;Agustin Lemke;ramiro.eichmann@example.org
;;;;;;;;;;;;;;;;United States;Pomona;California;West;Agustin Lemke;ramiro.eichmann@example.org
;;;;;;;;;;;;;;;;United States;San Antonio;Texas;Central;Agustin Lemke;ramiro.eichmann@example.org
;;;;;;;;;;;;;;;;United States;San Antonio;Texas;Central;Agustin Lemke;ramiro.eichmann@example.org
;;;;;;;;;;;;;;;;United States;San Antonio;Texas;Central;Agustin Lemke;ramiro.eichmann@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Agustin Lemke;ramiro.eichmann@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Carissa O'Hara;sienna13@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Carissa O'Hara;sienna13@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Carissa O'Hara;sienna13@example.org
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Carissa O'Hara;sienna13@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Mrs. Anna Abbott;hyundt@example.org
;;;;;;;;;;;;;;;;United States;Detroit;Michigan;Central;Mrs. Anna Abbott;hyundt@example.org
;;;;;;;;;;;;;;;;United States;Miami;Florida;South;Mrs. Anna Abbott;hyundt@example.org
;;;;;;;;;;;;;;;;United States;Concord;California;West;Mrs. Anna Abbott;hyundt@example.org
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Miss Pearl Barrows;bobby.treutel@example.org
;;;;;;;;;;;;;;;;United States;Wheeling;Illinois;Central;Miss Pearl Barrows;bobby.treutel@example.org
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Miss Pearl Barrows;bobby.treutel@example.org
;;;;;;;;;;;;;;;;United States;Chicago;Illinois;Central;Miss Pearl Barrows;bobby.treutel@example.org
;;;;;;;;;;;;;;;;United States;Pasadena;Texas;Central;Miss Pearl Barrows;bobby.treutel@example.org
;;;;;;;;;;;;;;;;United States;Pasadena;Texas;Central;Isabella Windler;gmcclure@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Isabella Windler;gmcclure@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Isabella Windler;gmcclure@example.org
;;;;;;;;;;;;;;;;United States;San Jose;California;West;Isabella Windler;gmcclure@example.org
;;;;;;;;;;;;;;;;United States;San Jose;California;West;Isabella Windler;gmcclure@example.org
;;;;;;;;;;;;;;;;United States;San Jose;California;West;Isabella Windler;gmcclure@example.org
;;;;;;;;;;;;;;;;United States;Sacramento;California;West;Jerome Feest Jr.;bo.sanford@example.com
;;;;;;;;;;;;;;;;United States;Springfield;Oregon;West;Jerome Feest Jr.;bo.sanford@example.com
;;;;;;;;;;;;;;;;United States;Mansfield;Texas;Central;Jerome Feest Jr.;bo.sanford@example.com
;;;;;;;;;;;;;;;;United States;Jonesboro;Arkansas;South;Jerome Feest Jr.;bo.sanford@example.com
;;;;;;;;;;;;;;;;United States;Virginia Beach;Virginia;South;Dr. Delbert Mueller III;hauck.jaylen@example.com
;;;;;;;;;;;;;;;;United States;Rochester;New York;East;Dr. Delbert Mueller III;hauck.jaylen@example.com
;;;;;;;;;;;;;;;;United States;Chesapeake;Virginia;South;Dr. Delbert Mueller III;hauck.jaylen@example.com
;;;;;;;;;;;;;;;;United States;Lancaster;Ohio;East;Dr. Delbert Mueller III;hauck.jaylen@example.com
;;;;;;;;;;;;;;;;United States;Lancaster;Ohio;East;Dr. Delbert Mueller III;hauck.jaylen@example.com
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Easton Reilly;john11@example.net
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Easton Reilly;john11@example.net
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Easton Reilly;john11@example.net
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Easton Reilly;john11@example.net
;;;;;;;;;;;;;;;;United States;Jackson;Mississippi;South;Jayden Harvey;ellis76@example.com
;;;;;;;;;;;;;;;;United States;Woodland;California;West;Jayden Harvey;ellis76@example.com
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Jayden Harvey;ellis76@example.com
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Jayden Harvey;ellis76@example.com
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Rhiannon Lueilwitz;klocko.emerson@example.org
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Rhiannon Lueilwitz;klocko.emerson@example.org
;;;;;;;;;;;;;;;;United States;Bowling Green;Ohio;East;Rhiannon Lueilwitz;klocko.emerson@example.org
;;;;;;;;;;;;;;;;United States;Bowling Green;Ohio;East;Rhiannon Lueilwitz;klocko.emerson@example.org
;;;;;;;;;;;;;;;;United States;Bowling Green;Ohio;East;Mr. Carol Stoltenberg IV;max.jakubowski@example.com
;;;;;;;;;;;;;;;;United States;Lancaster;Ohio;East;Mr. Carol Stoltenberg IV;max.jakubowski@example.com
;;;;;;;;;;;;;;;;United States;Lancaster;Ohio;East;Mr. Carol Stoltenberg IV;max.jakubowski@example.com
;;;;;;;;;;;;;;;;United States;Lancaster;Ohio;East;Mr. Carol Stoltenberg IV;max.jakubowski@example.com
;;;;;;;;;;;;;;;;United States;Dallas;Texas;Central;Derek Stamm I;klakin@example.com
;;;;;;;;;;;;;;;;United States;Dallas;Texas;Central;Derek Stamm I;klakin@example.com
;;;;;;;;;;;;;;;;United States;Dallas;Texas;Central;Derek Stamm I;klakin@example.com
;;;;;;;;;;;;;;;;United States;Lubbock;Texas;Central;Derek Stamm I;klakin@example.com
;;;;;;;;;;;;;;;;United States;Detroit;Michigan;Central;Derek Stamm I;klakin@example.com
;;;;;;;;;;;;;;;;United States;Newark;Ohio;East;Mazie Gaylord;kenton.wuckert@example.org
;;;;;;;;;;;;;;;;United States;Newark;Ohio;East;Mazie Gaylord;kenton.wuckert@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Mazie Gaylord;kenton.wuckert@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Mazie Gaylord;kenton.wuckert@example.org
;;;;;;;;;;;;;;;;United States;Minneapolis;Minnesota;Central;Mazie Gaylord;kenton.wuckert@example.org
;;;;;;;;;;;;;;;;United States;Everett;Massachusetts;East;Elizabeth Willms IV;rjacobs@example.org
;;;;;;;;;;;;;;;;United States;Everett;Massachusetts;East;Elizabeth Willms IV;rjacobs@example.org
;;;;;;;;;;;;;;;;United States;Everett;Massachusetts;East;Elizabeth Willms IV;rjacobs@example.org
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Elizabeth Willms IV;rjacobs@example.org
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Germaine Kerluke;uparisian@example.net
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Germaine Kerluke;uparisian@example.net
;;;;;;;;;;;;;;;;United States;Concord;North Carolina;South;Germaine Kerluke;uparisian@example.net
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Germaine Kerluke;uparisian@example.net
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Frederik Hilll;kbruen@example.org
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Frederik Hilll;kbruen@example.org
;;;;;;;;;;;;;;;;United States;Seattle;Washington;West;Frederik Hilll;kbruen@example.org
;;;;;;;;;;;;;;;;United States;Glendale;Arizona;West;Frederik Hilll;kbruen@example.org
;;;;;;;;;;;;;;;;United States;Glendale;Arizona;West;Prof. Shana Friesen;ondricka.moses@example.com
;;;;;;;;;;;;;;;;United States;Glendale;Arizona;West;Prof. Shana Friesen;ondricka.moses@example.com
;;;;;;;;;;;;;;;;United States;Coon Rapids;Minnesota;Central;Prof. Shana Friesen;ondricka.moses@example.com
;;;;;;;;;;;;;;;;United States;Coon Rapids;Minnesota;Central;Prof. Shana Friesen;ondricka.moses@example.com
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Andrew Renner;mueller.christy@example.org
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Andrew Renner;mueller.christy@example.org
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Andrew Renner;mueller.christy@example.org
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Andrew Renner;mueller.christy@example.org
;;;;;;;;;;;;;;;;United States;Tucson;Arizona;West;Dr. Rafaela Johns;zmarquardt@example.org
;;;;;;;;;;;;;;;;United States;Tucson;Arizona;West;Dr. Rafaela Johns;zmarquardt@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Dr. Rafaela Johns;zmarquardt@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Dr. Rafaela Johns;zmarquardt@example.org
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Caterina Ryan PhD;volkman.mackenzie@example.net
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Caterina Ryan PhD;volkman.mackenzie@example.net
;;;;;;;;;;;;;;;;United States;Pomona;California;West;Caterina Ryan PhD;volkman.mackenzie@example.net
;;;;;;;;;;;;;;;;United States;Santa Barbara;California;West;Caterina Ryan PhD;volkman.mackenzie@example.net
;;;;;;;;;;;;;;;;United States;Santa Barbara;California;West;Caterina Ryan PhD;volkman.mackenzie@example.net
;;;;;;;;;;;;;;;;United States;Santa Barbara;California;West;Caterina Ryan PhD;volkman.mackenzie@example.net
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Rex Harvey;hrodriguez@example.org
;;;;;;;;;;;;;;;;United States;Riverside;California;West;Rex Harvey;hrodriguez@example.org
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Rex Harvey;hrodriguez@example.org
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Rex Harvey;hrodriguez@example.org
;;;;;;;;;;;;;;;;United States;San Clemente;California;West;Rex Harvey;hrodriguez@example.org
;;;;;;;;;;;;;;;;United States;San Clemente;California;West;Prof. Melissa Kessler IV;jakubowski.laurie@example.net
;;;;;;;;;;;;;;;;United States;Decatur;Alabama;South;Prof. Melissa Kessler IV;jakubowski.laurie@example.net
;;;;;;;;;;;;;;;;United States;Greensboro;North Carolina;South;Prof. Melissa Kessler IV;jakubowski.laurie@example.net
;;;;;;;;;;;;;;;;United States;Dublin;California;West;Prof. Melissa Kessler IV;jakubowski.laurie@example.net
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Prof. Melissa Kessler IV;jakubowski.laurie@example.net
;;;;;;;;;;;;;;;;United States;Philadelphia;Pennsylvania;East;Prof. Melissa Kessler IV;jakubowski.laurie@example.net
;;;;;;;;;;;;;;;;United States;Houston;Texas;Central;Katlynn Christiansen;brayan.jacobi@example.com
;;;;;;;;;;;;;;;;United States;Bakersfield;California;West;Katlynn Christiansen;brayan.jacobi@example.com
;;;;;;;;;;;;;;;;United States;Richmond;Indiana;Central;Katlynn Christiansen;brayan.jacobi@example.com
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Katlynn Christiansen;brayan.jacobi@example.com
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Coty Reilly Jr.;carlos.gusikowski@example.com
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Coty Reilly Jr.;carlos.gusikowski@example.com
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Coty Reilly Jr.;carlos.gusikowski@example.com
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Coty Reilly Jr.;carlos.gusikowski@example.com
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Coty Reilly Jr.;carlos.gusikowski@example.com
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Unique Runolfsdottir I;batz.ida@example.net
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Unique Runolfsdottir I;batz.ida@example.net
;;;;;;;;;;;;;;;;United States;Los Angeles;California;West;Unique Runolfsdottir I;batz.ida@example.net
;;;;;;;;;;;;;;;;United States;San Diego;California;West;Unique Runolfsdottir I;batz.ida@example.net
;;;;;;;;;;;;;;;;United States;Arlington;Texas;Central;Milan Miller MD;iroob@example.net
;;;;;;;;;;;;;;;;United States;Richmond;Virginia;South;Milan Miller MD;iroob@example.net
;;;;;;;;;;;;;;;;United States;Richmond;Virginia;South;Milan Miller MD;iroob@example.net
;;;;;;;;;;;;;;;;United States;New York City;New York;East;Milan Miller MD;iroob@example.net
;;;;;;;;;;;;;;;;United States;Houston;Texas;Central;Alva Auer Sr.;carter05@example.com
;;;;;;;;;;;;;;;;United States;Fairfield;Connecticut;East;Alva Auer Sr.;carter05@example.com
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Alva Auer Sr.;carter05@example.com
;;;;;;;;;;;;;;;;United States;San Francisco;California;West;Alva Auer Sr.;carter05@example.com
;;;;;;;;;;;;;;;;United States;Springfield;Ohio;East;Prof. Wilfredo Emard Sr.;kulas.ike@example.net
;;;;;;;;;;;;;;;;United States;Detroit;Michigan;Central;Prof. Wilfredo Emard Sr.;kulas.ike@example.net
